County Code,District Code,School Code,Total Tested At Entity Level,Total Tested with Scores,Grade,Test Id,CAASPP Reported Enrollment,Students Tested,Mean Scale Score,Percentage Standard Exceeded,Percentage Standard Met,Percentage Standard Met and Above,Percentage Standard Nearly Met,Percentage Standard Not Met,Students with Scores
37,68213,3731080,*,*,11,MATH,*,*,*,*,*,*,*,*,*
37,75614,3731114,263,263,11,MATH,270,263,2576.5,8.37,25.1,33.46,30.8,35.74,263
37,68338,3731130,27,27,8,MATH,14,14,2407,0,0,0,14.29,85.71,14
37,68338,3731130,27,27,11,MATH,*,*,*,*,*,*,*,*,*
37,68411,3731155,67,67,8,MATH,14,13,2441.5,0,7.69,7.69,15.38,76.92,13
37,68411,3731155,67,67,11,MATH,41,38,2466.7,0,0,0,26.32,73.68,38
37,73551,3731163,16,16,11,MATH,19,16,2614.4,25,18.75,43.75,18.75,37.5,16
37,68338,3731189,464,464,8,MATH,122,122,2592.7,22.13,36.07,58.2,29.51,12.3,122
37,68338,3731189,464,464,11,MATH,100,98,2675.8,28.57,48.98,77.55,17.35,5.1,98
37,68338,3731213,214,214,11,MATH,219,214,2551.3,8.88,18.22,27.1,24.3,48.6,214
37,73569,3731221,245,245,3,MATH,*,*,*,*,*,*,*,*,*
37,73569,3731221,245,245,8,MATH,38,38,2476.5,0,2.63,2.63,36.84,60.53,38
37,73569,3731221,245,245,11,MATH,124,102,2486.8,0,3.92,3.92,15.69,80.39,102
37,68163,3731239,1355,1351,3,MATH,224,206,2420.4,15.2,27.94,43.14,25.98,30.88,204
37,68163,3731239,1355,1351,8,MATH,209,196,2553,17.35,19.39,36.73,29.08,34.18,196
37,68163,3731239,1355,1351,11,MATH,133,123,2526,5.69,10.57,16.26,24.39,59.35,123
37,68338,3731247,136,136,11,MATH,138,136,2617.5,17.65,30.88,48.53,25,26.47,136
37,68130,3731262,498,498,11,MATH,511,498,2599.6,14.26,28.31,42.57,28.11,29.32,498
37,68411,3731304,70,70,11,MATH,78,70,2408.3,0,0,0,4.29,95.71,70
37,75614,3731312,31,31,11,MATH,31,31,2435.1,0,0,0,6.45,93.55,31
37,68338,3731395,157,157,3,MATH,*,*,*,*,*,*,*,*,*
37,68338,3731395,157,157,8,MATH,29,27,2505.2,0,25.93,25.93,22.22,51.85,27
37,68338,3731395,157,157,11,MATH,65,64,2540.8,1.56,12.5,14.06,42.19,43.75,64
37,68411,3731460,*,*,8,MATH,*,*,*,*,*,*,*,*,*
37,68411,3731460,*,*,11,MATH,*,*,*,*,*,*,*,*,*
37,68031,3731478,300,300,11,MATH,313,300,2649.8,30.67,29.33,60,21.67,18.33,300
37,68411,3731502,556,555,11,MATH,587,556,2565.3,7.57,22.16,29.73,30.81,39.46,555
37,68296,3731528,546,546,8,MATH,*,*,*,*,*,*,*,*,*
37,68296,3731528,546,546,11,MATH,572,546,2686.2,39.93,30.77,70.7,18.32,10.99,546
37,68130,3731536,34,33,11,MATH,36,34,2667.1,36.36,33.33,69.7,18.18,12.12,33
37,68338,3731551,923,922,8,MATH,326,321,2494.6,4.98,14.02,19,29.28,51.71,321
37,75614,3731601,31,31,3,MATH,*,*,*,*,*,*,*,*,*
37,75614,3731601,31,31,8,MATH,*,*,*,*,*,*,*,*,*
37,75614,3731601,31,31,11,MATH,*,*,*,*,*,*,*,*,*
37,68411,3731627,641,639,11,MATH,656,641,2586.9,11.89,25.35,37.25,27.7,35.05,639
37,68130,3731692,421,416,11,MATH,439,421,2490.7,2.16,15.63,17.79,16.59,65.63,416
37,68130,3731809,345,345,11,MATH,351,345,2569.7,9.57,20.29,29.86,31.88,38.26,345
37,68452,3732039,60,44,11,MATH,62,60,2426,0,0,0,11.36,88.64,44
37,68411,3732047,89,89,11,MATH,93,89,2434.7,0,1.12,1.12,11.24,87.64,89
37,68106,3732054,107,102,11,MATH,128,107,2410.1,0,0,0,2.94,97.06,102
37,68106,3732062,563,562,11,MATH,576,563,2545.3,9.61,14.06,23.67,26.69,49.64,562
37,68122,3732179,430,430,11,MATH,440,430,2543.3,7.91,17.67,25.58,23.26,51.16,430
37,68122,3732195,43,43,11,MATH,44,43,2436.4,0,0,0,16.28,83.72,43
37,68130,3732336,523,523,11,MATH,539,523,2600,14.53,30.98,45.51,22.94,31.55,523
37,68130,3732559,29,29,11,MATH,33,29,2386.6,0,0,0,3.45,96.55,29
37,68130,3732625,545,544,11,MATH,554,545,2570.6,11.03,23.16,34.19,26.65,39.15,544
37,68130,3732732,568,568,11,MATH,583,568,2618,16.73,30.28,47.01,30.81,22.18,568
37,68338,3732781,516,516,11,MATH,543,516,2638.7,25.97,28.49,54.46,25.19,20.35,516
37,68411,3732849,478,478,11,MATH,505,478,2541.6,4.81,17.15,21.97,28.45,49.58,478
37,68338,3732997,425,423,11,MATH,475,425,2529.9,5.91,14.42,20.33,23.64,56.03,423
37,68171,3733219,42,42,11,MATH,42,42,2548.8,2.38,11.9,14.29,42.86,42.86,42
37,68338,3733508,328,328,11,MATH,383,328,2631.6,29.88,21.95,51.83,22.56,25.61,328
37,68338,3733698,240,240,11,MATH,243,240,2547.2,6.25,17.08,23.33,30,46.67,240
37,68411,3733953,399,399,11,MATH,412,399,2513.7,3.01,12.78,15.79,23.56,60.65,399
37,68338,3734431,211,211,11,MATH,221,211,2554,9.48,11.85,21.33,32.7,45.97,211
37,68130,3734548,318,316,11,MATH,331,318,2586.1,12.97,25.32,38.29,27.22,34.49,316
37,68338,3734654,373,373,11,MATH,392,373,2556,4.02,19.57,23.59,31.64,44.77,373
37,68130,3734761,254,254,11,MATH,272,254,2520,3.94,12.2,16.14,28.35,55.51,254
37,68213,3734878,85,84,11,MATH,87,85,2529.2,4.76,11.9,16.67,33.33,50,84
37,73569,3735206,427,427,11,MATH,495,427,2553.9,7.26,23.42,30.68,23.89,45.43,427
37,68106,3735313,434,434,11,MATH,450,434,2519.4,4.61,12.9,17.51,22.12,60.37,434
37,68338,3735750,412,412,11,MATH,428,412,2587.6,12.86,21.84,34.71,32.04,33.25,412
37,68296,3735842,51,51,11,MATH,57,51,2457.1,0,1.96,1.96,17.65,80.39,51
37,68296,3735867,498,498,11,MATH,523,498,2622.3,22.09,27.11,49.2,26.91,23.9,498
37,68304,3735958,53,53,11,MATH,54,53,2445.3,0,1.89,1.89,11.32,86.79,53
37,68304,3735974,327,327,11,MATH,337,327,2571.5,7.95,22.94,30.89,29.05,40.06,327
37,68346,3737384,45,45,11,MATH,54,45,2536.3,6.67,8.89,15.56,24.44,60,45
37,68346,3737418,465,465,11,MATH,475,465,2661.4,31.83,33.12,64.95,20.86,14.19,465
37,73791,3737632,733,733,11,MATH,741,733,2605.5,21.28,22.1,43.38,24.28,32.33,733
37,68130,3737905,332,332,11,MATH,353,332,2601.5,19.28,25.6,44.88,22.29,32.83,332
37,68338,3737962,91,91,11,MATH,120,91,2446.1,0,1.1,1.1,14.29,84.62,91
37,68411,3738226,722,722,11,MATH,737,722,2535.3,4.57,14.68,19.25,27.84,52.91,722
37,68411,3738234,404,404,11,MATH,413,404,2542.8,4.21,16.83,21.04,31.68,47.28,404
37,68452,3738705,533,533,11,MATH,562,533,2538.7,4.5,13.32,17.82,30.96,51.22,533
37,73569,3739018,612,612,11,MATH,660,612,2596.6,13.89,29.58,43.46,25.98,30.56,612
37,73569,3739026,43,43,11,MATH,56,43,2401.6,0,0,0,2.33,97.67,43
37,67991,3767991,*,*,3,MATH,*,*,*,*,*,*,*,*,*
37,67991,3767991,*,*,8,MATH,*,*,*,*,*,*,*,*,*
37,68031,3768031,*,*,3,MATH,*,*,*,*,*,*,*,*,*
37,68031,3768031,*,*,11,MATH,*,*,*,*,*,*,*,*,*
37,68106,3768106,*,*,11,MATH,*,*,*,*,*,*,*,*,*
37,68114,3768114,*,*,8,MATH,*,*,*,*,*,*,*,*,*
37,68130,3768130,*,*,11,MATH,*,*,*,*,*,*,*,*,*
37,68189,3768189,*,*,3,MATH,*,*,*,*,*,*,*,*,*
37,68189,3768189,*,*,8,MATH,*,*,*,*,*,*,*,*,*
37,68197,3768197,*,*,8,MATH,*,*,*,*,*,*,*,*,*
37,68221,3768221,*,*,3,MATH,*,*,*,*,*,*,*,*,*
37,68296,3768296,*,*,3,MATH,*,*,*,*,*,*,*,*,*
37,68296,3768296,*,*,8,MATH,*,*,*,*,*,*,*,*,*
37,68304,3768304,*,*,3,MATH,*,*,*,*,*,*,*,*,*
37,68304,3768304,*,*,8,MATH,*,*,*,*,*,*,*,*,*
37,68304,3768304,*,*,11,MATH,*,*,*,*,*,*,*,*,*
37,68338,3768338,36,36,3,MATH,*,*,*,*,*,*,*,*,*
37,68338,3768338,36,36,8,MATH,*,*,*,*,*,*,*,*,*
37,68338,3768338,36,36,11,MATH,*,*,*,*,*,*,*,*,*
37,68346,3768346,*,*,8,MATH,*,*,*,*,*,*,*,*,*
37,68346,3768346,*,*,11,MATH,*,*,*,*,*,*,*,*,*
37,68361,3768361,*,*,3,MATH,*,*,*,*,*,*,*,*,*
37,68361,3768361,*,*,8,MATH,*,*,*,*,*,*,*,*,*
37,68387,3768387,*,*,3,MATH,*,*,*,*,*,*,*,*,*
37,68411,3768411,75,75,8,MATH,71,24,2474.8,0,4.17,4.17,37.5,58.33,24
37,68411,3768411,75,75,11,MATH,129,38,2477.7,0,0,0,26.32,73.68,38
37,68452,3768452,*,*,8,MATH,*,*,*,*,*,*,*,*,*
37,68452,3768452,*,*,11,MATH,*,*,*,*,*,*,*,*,*
37,73551,3773551,*,*,8,MATH,*,*,*,*,*,*,*,*,*
37,73569,3773569,*,*,3,MATH,*,*,*,*,*,*,*,*,*
37,73569,3773569,*,*,8,MATH,*,*,*,*,*,*,*,*,*
37,73569,3773569,*,*,11,MATH,*,*,*,*,*,*,*,*,*
37,73791,3773791,*,*,3,MATH,*,*,*,*,*,*,*,*,*
37,73791,3773791,*,*,8,MATH,*,*,*,*,*,*,*,*,*
37,73791,3773791,*,*,11,MATH,*,*,*,*,*,*,*,*,*
37,75614,3775614,*,*,3,MATH,*,*,*,*,*,*,*,*,*
37,75614,3775614,*,*,8,MATH,*,*,*,*,*,*,*,*,*
37,67967,6037519,182,182,3,MATH,45,44,2447.1,13.64,47.73,61.36,27.27,11.36,44
37,67967,6037535,525,525,8,MATH,191,188,2563.6,17.55,26.6,44.15,29.26,26.6,188
37,76851,6037543,489,489,3,MATH,169,166,2453.1,26.51,34.34,60.84,24.1,15.06,166
37,67983,6037550,80,80,3,MATH,24,24,2369.5,4.17,12.5,16.67,29.17,54.17,24
37,67991,6037568,266,266,3,MATH,82,81,2434,18.52,28.4,46.91,33.33,19.75,81
37,67991,6037576,137,137,3,MATH,73,72,2442.6,19.44,36.11,55.56,25,19.44,72
37,67991,6037584,888,888,8,MATH,320,310,2499.4,6.13,17.42,23.55,26.77,49.68,310
37,67991,6037592,339,339,3,MATH,106,104,2393.5,6.73,22.12,28.85,28.85,42.31,104
37,67991,6037600,66,66,3,MATH,19,19,2390.5,10.53,21.05,31.58,15.79,52.63,19
37,67991,6037626,590,590,8,MATH,195,189,2469.2,8.47,9.52,17.99,17.46,64.55,189
37,67991,6037634,321,320,3,MATH,100,97,2417.5,13.4,29.9,43.3,27.84,28.87,97
37,67991,6037642,316,316,3,MATH,101,98,2477.3,39.8,32.65,72.45,17.35,10.2,98
37,67991,6037659,742,742,8,MATH,237,235,2502.3,8.09,15.32,23.4,28.09,48.51,235
37,67991,6037675,331,331,3,MATH,107,104,2373.1,1.92,12.5,14.42,30.77,54.81,104
37,67991,6037683,422,422,3,MATH,133,130,2383.1,5.38,16.15,21.54,30.77,47.69,130
37,67991,6037691,331,331,3,MATH,100,99,2408.6,10.1,29.29,39.39,25.25,35.35,99
37,67991,6037709,246,246,3,MATH,77,75,2353.4,4,6.67,10.67,29.33,60,75
37,67991,6037717,332,332,3,MATH,105,103,2395.6,7.77,18.45,26.21,35.92,37.86,103
37,67991,6037725,461,461,3,MATH,136,131,2368.7,6.11,16.79,22.9,23.66,53.44,131
37,67991,6037733,158,158,3,MATH,56,50,2395.8,18,12,30,20,50,50
37,67991,6037741,325,325,3,MATH,83,82,2371.4,3.66,9.76,13.41,30.49,56.1,82
37,68007,6037758,360,360,3,MATH,35,35,2502.9,54.29,28.57,82.86,11.43,5.71,35
37,68007,6037766,45,45,3,MATH,53,45,2489.6,42.22,40,82.22,8.89,8.89,45
37,73551,6037774,129,129,3,MATH,37,36,2459,13.89,58.33,72.22,25,2.78,36
37,73551,6037782,237,237,3,MATH,74,72,2449,22.22,38.89,61.11,25,13.89,72
37,73551,6037790,247,247,3,MATH,91,85,2471,32.94,37.65,70.59,21.18,8.24,85
37,73551,6037816,1003,1003,8,MATH,365,349,2610.4,42.12,16.62,58.74,20.34,20.92,349
37,68023,6037824,230,230,3,MATH,58,58,2403.7,10.34,29.31,39.66,18.97,41.38,58
37,68023,6037832,230,230,3,MATH,48,48,2474.8,33.33,37.5,70.83,25,4.17,48
37,68023,6037840,203,203,3,MATH,36,36,2401.2,8.33,16.67,25,36.11,38.89,36
37,68023,6037857,206,206,3,MATH,49,49,2437.4,12.24,32.65,44.9,40.82,14.29,49
37,68023,6037865,263,263,3,MATH,69,66,2427.4,19.7,34.85,54.55,19.7,25.76,66
37,68023,6037873,381,381,3,MATH,101,101,2393,8.91,20.79,29.7,28.71,41.58,101
37,68023,6037881,198,198,3,MATH,44,44,2414.4,13.64,22.73,36.36,29.55,34.09,44
37,68023,6037899,340,340,3,MATH,68,67,2460,28.36,31.34,59.7,29.85,10.45,67
37,68023,6037907,462,462,3,MATH,119,117,2418.4,16.24,23.08,39.32,29.06,31.62,117
37,68023,6037915,182,182,3,MATH,51,50,2428.6,14,38,52,32,16,50
37,68023,6037923,180,180,3,MATH,48,48,2392.1,6.25,16.67,22.92,37.5,39.58,48
37,68023,6037931,368,368,3,MATH,93,92,2437.7,21.74,32.61,54.35,22.83,22.83,92
37,68023,6037949,255,254,3,MATH,64,64,2440.6,25,28.13,53.13,28.13,18.75,64
37,68023,6037956,783,783,3,MATH,146,146,2418.8,13.7,28.08,41.78,28.08,30.14,146
37,68023,6037956,783,783,8,MATH,84,83,2592.1,34.94,20.48,55.42,21.69,22.89,83
37,68023,6037964,199,199,3,MATH,40,38,2465.6,26.32,42.11,68.42,28.95,2.63,38
37,68023,6037972,196,196,3,MATH,46,45,2461.3,28.89,44.44,73.33,13.33,13.33,45
37,68023,6037980,735,735,3,MATH,120,117,2469.2,30.77,38.46,69.23,16.24,14.53,117
37,68023,6037980,735,735,8,MATH,82,82,2607.6,31.71,29.27,60.98,24.39,14.63,82
37,68023,6037980,735,735,11,MATH,83,82,2555.3,8.54,12.2,20.73,37.8,41.46,82
37,68023,6037998,344,344,3,MATH,69,69,2417,15.94,27.54,43.48,26.09,30.43,69
37,68023,6038004,242,242,3,MATH,49,48,2470.9,33.33,41.67,75,16.67,8.33,48
37,68023,6038012,244,244,3,MATH,55,55,2460.9,32.73,29.09,61.82,29.09,9.09,55
37,68023,6038020,276,276,3,MATH,57,57,2453.8,33.33,31.58,64.91,15.79,19.3,57
37,68023,6038038,353,353,3,MATH,91,87,2396.2,4.6,20.69,25.29,39.08,35.63,87
37,68023,6038046,335,335,3,MATH,101,98,2409.6,10.2,28.57,38.78,20.41,40.82,98
37,68031,6038053,421,421,3,MATH,139,132,2482.2,42.42,37.12,79.55,12.88,7.58,132
37,68031,6038087,165,165,3,MATH,46,45,2464.4,31.11,35.56,66.67,22.22,11.11,45
37,68049,6038095,105,105,3,MATH,15,15,2431.4,13.33,26.67,40,40,20,15
37,68049,6038095,105,105,8,MATH,16,15,2497.9,0,6.67,6.67,60,33.33,15
37,68056,6038111,283,283,3,MATH,68,66,2514.1,60.61,27.27,87.88,9.09,3.03,66
37,68080,6038145,337,337,3,MATH,86,85,2436.1,23.53,30.59,54.12,21.18,24.71,85
37,68080,6038152,315,315,3,MATH,95,93,2485,37.63,39.78,77.42,19.35,3.23,93
37,68098,6038178,311,311,3,MATH,95,95,2371,4.21,13.68,17.89,29.47,52.63,95
37,68098,6038186,288,288,3,MATH,90,90,2391.9,8.89,21.11,30,26.67,43.33,90
37,68098,6038194,806,806,8,MATH,292,290,2475.6,5.52,8.97,14.48,17.59,67.93,290
37,68098,6038202,309,309,3,MATH,108,108,2385.7,7.41,12.96,20.37,34.26,45.37,108
37,68098,6038210,942,942,8,MATH,288,286,2497.7,5.59,11.89,17.48,26.22,56.29,286
37,68098,6038228,309,309,3,MATH,93,91,2390.1,3.3,25.27,28.57,28.57,42.86,91
37,68098,6038236,282,282,3,MATH,100,94,2404.3,4.26,29.79,34.04,34.04,31.91,94
37,68098,6038244,392,392,3,MATH,130,127,2389.4,3.94,21.26,25.2,31.5,43.31,127
37,68098,6038251,248,248,3,MATH,73,73,2446.5,15.07,36.99,52.05,36.99,10.96,73
37,68114,6038269,280,280,3,MATH,72,69,2429.6,17.39,28.99,46.38,30.43,23.19,69
37,68114,6038277,826,826,8,MATH,417,412,2518.7,10.92,19.9,30.83,25.97,43.2,412
37,68114,6038285,276,276,3,MATH,61,61,2414.5,11.48,29.51,40.98,27.87,31.15,61
37,68114,6038301,323,323,3,MATH,87,86,2505.9,55.81,33.72,89.53,6.98,3.49,86
37,68114,6038301,323,323,8,MATH,20,19,2589,26.32,26.32,52.63,26.32,21.05,19
37,68155,6038319,52,52,3,MATH,53,52,2401.8,9.62,26.92,36.54,30.77,32.69,52
37,68163,6038327,104,104,3,MATH,33,33,2399.6,15.15,15.15,30.3,30.3,39.39,33
37,68189,6038343,320,320,3,MATH,121,118,2428.7,16.1,28.81,44.92,33.05,22.03,118
37,68189,6038350,767,767,8,MATH,215,208,2531.6,15.87,16.83,32.69,25.48,41.83,208
37,68189,6038368,330,330,3,MATH,115,112,2459,24.11,41.96,66.07,25.89,8.04,112
37,68189,6038376,259,259,3,MATH,85,83,2393.4,10.84,24.1,34.94,21.69,43.37,83
37,68189,6038384,444,444,3,MATH,150,148,2475.3,36.49,35.14,71.62,16.22,12.16,148
37,68197,6038400,228,228,3,MATH,62,62,2412.1,17.74,17.74,35.48,30.65,33.87,62
37,68197,6038418,322,321,3,MATH,100,99,2361.9,2.02,13.13,15.15,21.21,63.64,99
37,68197,6038434,159,159,3,MATH,44,44,2384.1,11.36,20.45,31.82,29.55,38.64,44
37,68197,6038442,368,368,3,MATH,100,100,2478.9,36,34,70,20,10,100
37,68197,6038459,241,241,3,MATH,79,78,2375.9,11.54,8.97,20.51,20.51,58.97,78
37,68197,6038467,82,82,3,MATH,84,82,2402.1,6.1,29.27,35.37,29.27,35.37,82
37,68197,6038475,220,220,3,MATH,61,59,2417.9,11.86,23.73,35.59,28.81,35.59,59
37,68197,6038509,236,236,3,MATH,77,74,2419.6,17.57,24.32,41.89,32.43,25.68,74
37,68197,6038517,321,321,3,MATH,107,103,2450.3,25.24,28.16,53.4,25.24,21.36,103
37,68197,6038525,174,174,3,MATH,51,51,2409.9,7.84,33.33,41.18,27.45,31.37,51
37,68197,6038533,411,411,3,MATH,121,116,2439.1,15.52,37.93,53.45,29.31,17.24,116
37,68197,6038541,253,253,3,MATH,69,68,2432.1,16.18,36.76,52.94,27.94,19.12,68
37,68197,6038558,776,776,8,MATH,370,359,2572.6,28.97,18.11,47.08,25.35,27.58,359
37,68197,6038566,190,190,3,MATH,49,48,2421.1,20.83,18.75,39.58,29.17,31.25,48
37,68197,6038574,283,283,3,MATH,85,84,2407.5,15.48,23.81,39.29,23.81,36.9,84
37,68205,6038608,919,919,3,MATH,65,64,2415.2,4.69,46.88,51.56,21.88,26.56,64
37,68205,6038608,919,919,8,MATH,298,295,2548.3,15.59,23.73,39.32,28.14,32.54,295
37,68205,6038624,249,249,3,MATH,59,59,2429.2,16.95,30.51,47.46,30.51,22.03,59
37,68205,6038632,358,358,3,MATH,54,53,2399.5,7.55,13.21,20.75,41.51,37.74,53
37,68205,6038632,358,358,8,MATH,49,48,2557.1,16.67,25,41.67,25,33.33,48
37,68205,6038657,201,201,3,MATH,55,52,2407.3,11.54,19.23,30.77,36.54,32.69,52
37,68205,6038665,300,300,3,MATH,74,74,2402.9,8.11,31.08,39.19,25.68,35.14,74
37,68205,6038673,362,362,3,MATH,54,53,2442.8,22.64,39.62,62.26,22.64,15.09,53
37,68205,6038673,362,362,8,MATH,55,53,2515.3,13.21,16.98,30.19,16.98,52.83,53
37,68213,6038681,288,287,3,MATH,55,55,2359.6,1.82,10.91,12.73,27.27,60,55
37,68213,6038681,288,287,8,MATH,47,47,2459.7,2.13,4.26,6.38,17.02,76.6,47
37,68213,6038699,74,74,3,MATH,26,26,2420.1,15.38,26.92,42.31,23.08,34.62,26
37,68221,6038731,348,348,3,MATH,86,86,2404.5,10.47,26.74,37.21,24.42,38.37,86
37,68221,6038749,282,282,3,MATH,66,66,2429.8,18.18,28.79,46.97,27.27,25.76,66
37,68221,6038756,260,260,3,MATH,69,68,2392.3,8.82,20.59,29.41,23.53,47.06,68
37,68221,6038764,335,335,3,MATH,71,71,2423.5,15.49,23.94,39.44,33.8,26.76,71
37,68221,6038772,207,207,3,MATH,47,47,2412.5,6.38,27.66,34.04,31.91,34.04,47
37,68221,6038780,371,371,3,MATH,86,84,2386.2,4.76,16.67,21.43,34.52,44.05,84
37,68221,6038798,322,322,3,MATH,76,76,2404.1,13.16,23.68,36.84,30.26,32.89,76
37,68221,6038806,338,338,3,MATH,72,72,2425.7,13.89,29.17,43.06,26.39,30.56,72
37,68221,6038814,333,333,3,MATH,71,71,2451.4,23.94,32.39,56.34,32.39,11.27,71
37,73569,6038830,608,608,8,MATH,204,197,2504.9,5.08,18.27,23.35,27.41,49.24,197
37,73569,6038848,211,209,3,MATH,73,72,2381.3,4.23,22.54,26.76,19.72,53.52,71
37,73569,6038855,277,277,3,MATH,93,91,2392.3,5.49,21.98,27.47,28.57,43.96,91
37,73569,6038863,814,813,8,MATH,277,263,2556.6,20.23,25.19,45.42,21.76,32.82,262
37,73569,6038871,273,273,3,MATH,94,92,2410.4,9.78,27.17,36.96,32.61,30.43,92
37,73569,6038889,397,397,3,MATH,85,74,2441.4,17.57,41.89,59.46,24.32,16.22,74
37,73569,6038889,397,397,8,MATH,48,48,2594.4,22.92,33.33,56.25,27.08,16.67,48
37,73569,6038897,313,313,3,MATH,103,101,2441.7,19.8,39.6,59.41,18.81,21.78,101
37,73569,6038905,166,166,3,MATH,54,54,2385.5,3.7,16.67,20.37,38.89,40.74,54
37,73569,6038913,341,341,3,MATH,82,76,2457.4,23.68,40.79,64.47,22.37,13.16,76
37,73569,6038913,341,341,8,MATH,45,42,2591.4,28.57,23.81,52.38,21.43,26.19,42
37,73569,6038921,360,359,3,MATH,113,110,2432.9,18.18,31.82,50,22.73,27.27,110
37,68098,6038939,299,299,3,MATH,110,109,2419.9,12.84,33.03,45.87,24.77,29.36,109
37,68098,6038947,333,333,3,MATH,113,112,2408.4,8.93,26.79,35.71,32.14,32.14,112
37,75614,6038962,125,125,3,MATH,34,33,2375.8,0,18.18,18.18,30.3,51.52,33
37,75614,6038962,125,125,8,MATH,13,11,2464.6,0,0,0,27.27,72.73,11
37,68296,6038970,218,218,3,MATH,77,77,2479.3,32.47,46.75,79.22,18.18,2.6,77
37,68296,6038988,1345,1345,8,MATH,443,439,2625.6,46.7,17.54,64.24,20.05,15.72,439
37,68296,6038996,309,309,3,MATH,100,98,2472.9,35.71,36.73,72.45,19.39,8.16,98
37,68296,6039002,191,191,3,MATH,60,59,2427.3,15.25,35.59,50.85,22.03,27.12,59
37,68296,6039010,343,343,3,MATH,115,115,2447.7,23.48,28.7,52.17,30.43,17.39,115
37,68304,6039028,327,327,3,MATH,87,87,2413.6,10.34,26.44,36.78,34.48,28.74,87
37,68304,6039036,272,272,3,MATH,60,59,2423.1,8.47,30.51,38.98,32.2,28.81,59
37,68312,6039051,225,225,3,MATH,70,70,2522.8,67.14,21.43,88.57,11.43,0,70
37,73791,6039069,431,431,3,MATH,110,107,2408.6,9.35,24.3,33.64,35.51,30.84,107
37,73791,6039077,404,404,3,MATH,124,122,2468.3,33.61,33.61,67.21,19.67,13.11,122
37,73791,6039085,460,460,3,MATH,144,143,2386.7,4.9,21.68,26.57,26.57,46.85,143
37,73791,6039093,1204,1201,8,MATH,465,454,2521.3,14.32,13,27.31,27.09,45.59,454
37,68338,6039101,131,130,3,MATH,48,48,2410.2,8.33,29.17,37.5,22.92,39.58,48
37,68338,6039119,70,70,3,MATH,25,23,2433.3,17.39,21.74,39.13,39.13,21.74,23
37,68338,6039135,216,216,3,MATH,67,66,2442.8,27.27,31.82,59.09,18.18,22.73,66
37,68338,6039143,283,282,3,MATH,39,38,2385.4,13.16,15.79,28.95,18.42,52.63,38
37,68338,6039143,283,282,8,MATH,35,34,2544.6,17.65,17.65,35.29,32.35,32.35,34
37,68338,6039150,183,183,3,MATH,65,63,2413.6,6.35,33.33,39.68,26.98,33.33,63
37,68338,6039168,240,240,3,MATH,80,79,2388.9,6.33,12.66,18.99,36.71,44.3,79
37,68338,6039184,160,160,3,MATH,50,50,2492.7,44,38,82,14,4,50
37,68338,6039200,190,190,3,MATH,70,69,2476.6,30.43,44.93,75.36,14.49,10.14,69
37,68338,6039242,237,237,3,MATH,77,75,2489.2,40,40,80,14.67,5.33,75
37,68338,6039259,230,230,3,MATH,80,77,2473,41.56,27.27,68.83,16.88,14.29,77
37,68338,6039267,250,250,3,MATH,82,80,2390.5,11.25,17.5,28.75,30,41.25,80
37,68338,6039283,182,178,3,MATH,58,57,2396,5.66,22.64,28.3,28.3,43.4,53
37,68338,6039291,47,47,3,MATH,31,30,2430.8,10,33.33,43.33,43.33,13.33,30
37,68338,6039309,74,74,3,MATH,24,19,2478.9,31.58,52.63,84.21,15.79,0,19
37,68338,6039341,200,200,3,MATH,64,62,2417.9,19.35,27.42,46.77,19.35,33.87,62
37,68338,6039358,90,90,3,MATH,27,26,2418.2,19.23,19.23,38.46,38.46,23.08,26
37,68338,6039366,329,327,3,MATH,108,105,2376.9,1.9,16.19,18.1,29.52,52.38,105
37,68338,6039374,177,177,3,MATH,64,58,2479.1,37.93,39.66,77.59,12.07,10.34,58
37,68338,6039382,313,313,3,MATH,101,101,2423.4,20.79,23.76,44.55,26.73,28.71,101
37,68338,6039390,140,140,3,MATH,42,42,2450.1,23.81,35.71,59.52,21.43,19.05,42
37,68338,6039424,180,180,3,MATH,69,68,2434.2,27.94,22.06,50,20.59,29.41,68
37,68338,6039432,89,89,3,MATH,38,38,2431.9,18.42,36.84,55.26,18.42,26.32,38
37,68338,6039440,293,293,3,MATH,103,98,2496,51.02,29.59,80.61,12.24,7.14,98
37,68338,6039457,421,421,3,MATH,73,72,2437,16.67,34.72,51.39,29.17,19.44,72
37,68338,6039457,421,421,8,MATH,53,53,2516.2,7.55,15.09,22.64,33.96,43.4,53
37,68338,6039481,98,98,3,MATH,51,51,2465.5,33.33,41.18,74.51,15.69,9.8,51
37,68338,6039499,259,259,3,MATH,72,72,2440.4,20.83,33.33,54.17,23.61,22.22,72
37,68338,6039507,277,277,3,MATH,78,74,2406,9.46,32.43,41.89,22.97,35.14,74
37,68338,6039515,222,222,3,MATH,77,73,2418.1,15.07,30.14,45.21,27.4,27.4,73
37,68338,6039523,245,244,3,MATH,72,71,2403.2,4.23,30.99,35.21,29.58,35.21,71
37,68338,6039556,117,117,3,MATH,42,42,2408.2,11.9,23.81,35.71,35.71,28.57,42
37,68338,6039564,94,94,3,MATH,31,31,2462.2,29.03,35.48,64.52,25.81,9.68,31
37,68338,6039572,99,99,3,MATH,35,34,2438.4,17.65,32.35,50,35.29,14.71,34
37,68338,6039598,169,169,3,MATH,55,52,2417.7,13.46,25,38.46,34.62,26.92,52
